quote,author,tags
i did then what i knew how to do now that i know better i do better,maya angelou,"['attributed', 'education', 'intelligence', 'knowledge', 'unsourced']"
unbeing dead isnt being alive,e e cummings,"['death', 'life', 'poetry']"
nobody likes being alone that much i dont go out of my way to make friends thats all it just leads to disappointment,haruki murakami,"['disappointment', 'friends', 'friendship', 'life', 'loneliness']"
never say goodbye because goodbye means going away and going away means forgetting,jm barrie,['goodbye']
friendship is the hardest thing in the world to explain its not something you learn in school but if you havent learned the meaning of friendship you really havent learned anything,muhammad ali,['friendship']
music was my refuge i could crawl into the space between the notes and curl my back to loneliness,maya angelou,"['loneliness', 'music', 'refuge']"
dont talk to mewhy notbecause i want to fix that in my memory for ever draco malfoy the amazing bouncing ferret,jk rowling,"['ferretmalfoy', 'harrypotter', 'humor', 'ronweasley']"
fear cuts deeper than swords,george rr martin,"['bravery', 'fear']"
death must be so beautiful to lie in the soft brown earth with the grasses waving above ones head and listen to silence to have no yesterday and no tomorrow to forget time to forgive life to be at peace,oscar wilde,['deathpeace']
even if you cannot change all the people around you you can change the people you choose to be around life is too short to waste your time on people who dont respect appreciate and value you spend your life with people who make you smile laugh and feel loved,roy t bennett,"['appreciate', 'change', 'happiness', 'inspiration', 'inspirational', 'inspirationalattitude', 'inspirationallife', 'inspirationalquotes', 'inspire', 'inspiring', 'laugh', 'life', 'lifeandliving', 'lifelessons', 'lifequotes', 'living', 'love', 'optimism', 'optimistic', 'positive', 'positiveaffirmation', 'positivelife', 'positivethinking', 'relationship', 'respect', 'smile', 'value']"
why sometimes ive believed as many as six impossible things before breakfast,lewis carroll,"['aliceinwonderland', 'breakfast', 'carroll']"
people havent always been there for me but music always has,taylor swift,['music']
life should not be a journey to the grave with the intention of arriving safely in a pretty and well preserved body but rather to skid in broadside in a cloud of smoke thoroughly used up totally worn out and loudly proclaiming wow what a ride,hunter s thompson,"['adventure', 'death', 'life']"
many boys will bring you flowers but someday youll meet a boy who will learn your favorite flower your favorite song your favorite sweet and even if he is too poor to give you any of them it wont matter because he will have taken the time to know you as no one else does only that boy earns your heart,leigh bardugo,"['leighbardugo', 'sixofcrows']"
you cannot control the behavior of others but you can always choose how you respond to it,roy t bennett,"['choices', 'choose', 'inspiration', 'inspirational', 'inspirationalattitude', 'inspirationallife', 'inspirationalquotes', 'inspire', 'inspiring', 'life', 'lifeandliving', 'lifelessons', 'lifequotes', 'living', 'optimism', 'optimistic', 'positive', 'positiveaffirmation', 'positivelife', 'positivethinking']"
war is what happens when language fails,margaret atwood,['war']
i will not say do not weep for not all tears are an evil,jrr tolkien,"['gandalf', 'grief']"
let no man pull you so low as to hate him,martin luther king jr,"['hatred', 'wisdom']"
you know minister i disagree with dumbledore on many countsbut you cannot deny hes got style,jk rowling,"['dumbledore', 'fudge', 'minister', 'style']"
to go wrong in ones own way is better than to go right in someone elses,fyodor dostoevsky,"['independentthought', 'selfdetermination', 'selfexpression']"
it is good to love many things for therein lies the true strength and whosoever loves much performs much and can accomplish much and what is done in love is well done,vincent van gogh,"['art', 'inspiration', 'love', 'strength']"
the world as we have created it is a process of our thinking it cannot be changed without changing our thinking,albert einstein,"['change', 'deepthoughts', 'thinking', 'world']"
he must have known id want to leave youno he must have known you would always want to come back,jk rowling,"['dumbledore', 'friendship', 'harrypotter', 'ronweasley']"
you can spend minutes hours days weeks or even months overanalyzing a situation trying to put the pieces together justifying what couldve wouldve happened or you can just leave the pieces on the floor and move the fuck on,tupac shakur,['movingon']
let us step into the night and pursue that flighty temptress adventure,jk rowling,['adventure']
let us be grateful to the people who make us happy they are the charming gardeners who make our souls blossom,marcel proust,"['gratitude', 'happiness']"
all grownups were once children but only few of them remember it,antoine de saintexupry,['reminding']
one of the silent brothers is here to see you hodge sent me to wake you up actually he offered to wake you himself but since its 5 am i figured youd be less cranky if you had something nice to look atmeaning youwhat else,cassandra clare,"['claryfray', 'ego', 'jacewayland']"
its all right to love someone who doesnt love you back as long as theyre worth you loving them as long as they deserve it,cassandra clare,"['clockworkangel', 'sophiecollins']"
